名稱,規格,單位,群組,分類,敷設,參考價,牌價,工率_最高,工率_普通,工率_最低,吋米種類,設備系統別
電氣用PVC電管,"PVC P 1/2""* 2.0 m/m",M,管材,管線材料,明管,,,0.013,0.012,0.009,,
電氣用PVC電管,"PVC P 3/4""* 2.0 m/m",M,管材,管線材料,明管,,,0.015,0.014,0.012,,
電氣用PVC電管,"PVC P 1""* 2.0 m/m",M,管材,管線材料,明管,,,0.02,0.018,0.015,,
電氣用PVC電管,"PVC P 1""* 3.0 m/m",M,管材,管線材料,明管,,,0.021,0.019,0.016,,
電氣用PVC電管,"PVC P 1 1/4""* 3.5 m/m",M,管材,管線材料,明管,,,0.028,0.025,0.021,,
電氣用PVC電管,"PVC P 1 1/2""* 3.5 m/m",M,管材,管線材料,明管,,,0.032,0.029,0.022,,
電氣用PVC電管,"PVC P 2""* 4.0 m/m",M,管材,管線材料,明管,,,0.052,0.043,0.037,,
電氣用PVC電管,"PVC P 2 1/2""* 4.5 m/m",M,管材,管線材料,明管,,,0.062,0.055,0.046,,
電氣用PVC電管,"PVC P 3""* 5.5 m/m",M,管材,管線材料,明管,,,0.076,0.068,0.058,,
電氣用PVC電管,"PVC P 4""* 7.0 m/m",M,管材,管線材料,明管,,,0.085,0.076,0.065,,
電氣用PVC電管,"PVC P 5""* 7.5 m/m",M,管材,管線材料,明管,,,0.099,0.089,0.076,,
電氣用PVC電管,"PVC P 6""* 8.5 m/m",M,管材,管線材料,明管,,,0.128,0.115,0.097,,
電氣用PVC電管,"PVC P 8""*11.0 m/m",M,管材,管線材料,明管,,,0.198,0.165,0.145,,
電氣用PVC電管,"自由軟管 4"" (鋁管)",M,管材,管線材料,明管,,,0.034,0.03,0.026,,
電氣用PVC電管,"PVC 軟管 1/2""",M,管材,管線材料,明管,,,0.017,0.015,0.012,,
電氣用PVC電管,"PVC 軟管 3/4""",M,管材,管線材料,明管,,,0.025,0.022,0.018,,
電氣用PVC電管,"PVC 軟管 1""",M,管材,管線材料,明管,,,0.034,0.03,0.025,,
電氣用PVC電管,"不銹鋼軟管 1/2""",M,管材,管線材料,明管,,,0.028,0.025,0.021,,
電氣用PVC電管,"不銹鋼軟管 3/4""",M,管材,管線材料,明管,,,0.036,0.032,0.026,,
電氣用PVC電管,"不銹鋼軟管 1""",M,管材,管線材料,明管,,,0.05,0.045,0.037,,
電氣用PVC電管,"不銹鋼軟管 1 1/4""",M,管材,管線材料,明管,,,0.065,0.058,0.048,,
電氣用PVC電管,"不銹鋼軟管 1 1/2""",M,管材,管線材料,明管,,,0.072,0.065,0.053,,
電氣用PVC電管,"不銹鋼軟管 2""",M,管材,管線材料,明管,,,0.085,0.076,0.063,,
電氣用PVC電管,"不銹鋼軟管 2 1/2""",M,管材,管線材料,明管,,,0.101,0.091,0.075,,
電氣用PVC電管,"不銹鋼軟管 3""",M,管材,管線材料,明管,,,0.116,0.106,0.087,,
排水管,"PVC P 1/2""* 3.0 m/m",M,管材,管線材料,明管,,,0.013,0.012,0.01,,
排水管,"PVC P 3/4""* 3.0 m/m",M,管材,管線材料,明管,,,0.015,0.014,0.012,,
排水管,"PVC P 1""* 2.0 m/m",M,管材,管線材料,明管,,,0.02,0.018,0.015,,
排水管,"PVC P 1""* 3.0 m/m",M,管材,管線材料,明管,,,0.021,0.019,0.016,,
排水管,"PVC P 1 1/4""* 2.0 m/m",M,管材,管線材料,明管,,,0.025,0.023,0.019,,
排水管,"PVC P 1 1/4""* 3.5 m/m",M,管材,管線材料,明管,,,0.028,0.025,0.021,,
排水管,"PVC P 1 1/2""* 2.0 m/m",M,管材,管線材料,明管,,,0.03,0.027,0.022,,
排水管,"PVC P 1 1/2""* 3.5 m/m",M,管材,管線材料,明管,,,0.032,0.029,0.025,,
排水管,"PVC P 2""* 2.0 m/m",M,管材,管線材料,明管,,,0.39,0.035,0.029,,
排水管,"PVC P 2""* 4.0 m/m",M,管材,管線材料,明管,,,0.052,0.043,0.037,,
排水管,"PVC P 2 1/2""* 2.0 m/m",M,管材,管線材料,明管,,,0.05,0.045,0.038,,
排水管,"PVC P 2 1/2""* 3.0 m/m",M,管材,管線材料,明管,,,0.059,0.053,0.045,,
排水管,"PVC P 2 1/4""* 4.5 m/m",M,管材,管線材料,明管,,,0.062,0.055,0.046,,
排水管,"PVC P 3""* 2.0 m/m",M,管材,管線材料,明管,,,0.059,0.053,0.045,,
排水管,"PVC P 3""* 3.0 m/m",M,管材,管線材料,明管,,,0.063,0.057,0.048,,
排水管,"PVC P 3""* 5.5 m/m",M,管材,管線材料,明管,,,0.076,0.068,0.058,,
排水管,"PVC P 4""* 2.0 m/m",M,管材,管線材料,明管,,,0.067,0.06,0.051,,
排水管,"PVC P 4""* 3.0 m/m",M,管材,管線材料,明管,,,0.076,0.068,0.057,,
排水管,"PVC P 4""* 4.0 m/m",M,管材,管線材料,明管,,,0.078,0.07,0.06,,
排水管,"PVC P 4""* 7.0 m/m",M,管材,管線材料,明管,,,0.085,0.076,0.065,,
排水管,"PVC P 5""* 3.5 m/m",M,管材,管線材料,明管,,,0.089,0.08,0.068,,
排水管,"PVC P 5""* 4.5 m/m",M,管材,管線材料,明管,,,0.092,0.082,0.069,,
排水管,"PVC P 5""* 7.5 m/m",M,管材,管線材料,明管,,,0.099,0.089,0.076,,
排水管,"PVC P 6""* 4.0 m/m",M,管材,管線材料,明管,,,0.106,0.095,0.081,,
排水管,"PVC P 6""* 5.5 m/m",M,管材,管線材料,明管,,,0.109,0.098,0.083,,
排水管,"PVC P 6""* 8.5 m/m",M,管材,管線材料,明管,,,0.128,0.115,0.097,,
排水管,"PVC P 8""* 7.0 m/m",M,管材,管線材料,明管,,,0.201,0.18,0.153,,
排水管,"PVC P 10""* 8.5 m/m",M,管材,管線材料,明管,,,0.257,0.23,0.195,,
排水管,"PVC P 12""* 8.0 m/m",M,管材,管線材料,明管,,,0.287,0.257,0.218,,
排水管,"PVC P 12""*10.0 m/m",M,管材,管線材料,明管,,,0.304,0.271,0.23,,
排水管,"PVC P 12""*13.0 m/m",M,管材,管線材料,明管,,,0.356,0.31,0.265,,
排水管,"PVC P 14""*11.0 m/m",M,管材,管線材料,明管,,,0.41,0.357,0.303,,
排水管,"PVC P 14""*16.0 m/m",M,管材,管線材料,明管,,,0.435,0.375,0.318,,
排水管,"PVC P 16""*12.0 m/m",M,管材,管線材料,明管,,,0.518,0.45,0.385,,
排水管,"PVC P 18""*20.0 m/m",M,管材,管線材料,明管,,,0.625,0.545,0.405,,
衛生下水道塑膠管,"2"" * 4.0 m/m",M,管材,管線材料,明管,,,0.052,0.043,0.037,,
衛生下水道塑膠管,"3"" * 5.5 m/m",M,管材,管線材料,明管,,,0.076,0.068,0.058,,
衛生下水道塑膠管,"4"" * 7.0 m/m",M,管材,管線材料,明管,,,0.085,0.076,0.065,,
衛生下水道塑膠管,"6"" * 8.5 m/m",M,管材,管線材料,明管,,,0.128,0.115,0.097,,
衛生下水道塑膠管,"8"" *10.5 m/m",M,管材,管線材料,明管,,,0.221,0.198,0.168,,
衛生下水道塑膠管,"10"" *13.0 m/m",M,管材,管線材料,明管,,,0.308,0.276,0.234,,
衛生下水道塑膠管,"12"" *15.5 m/m",M,管材,管線材料,明管,,,0.396,0.342,0.292,,
衛生下水道塑膠管,"14"" *18.0 m/m",M,管材,管線材料,明管,,,0.478,0.413,0.35,,
衛生下水道塑膠管,"16"" *20.5 m/m",M,管材,管線材料,明管,,,0.674,0.585,0.501,,
衛生下水道塑膠管,"18"" *22.9 m/m",M,管材,管線材料,明管,,,0.688,0.595,0.445,,
衛生下水道塑膠管,"20"" *25.3 m/m",M,管材,管線材料,明管,,,0.86,0.714,0.556,,
衛生下水道塑膠管,"24"" *30.7 m/m",M,管材,管線材料,明管,,,1.16,0.928,0.723,,
鑄鐵管,"CIP P 1 1/2""",M,管材,管線材料,明管,,,0.109,0.095,0.085,,
鑄鐵管,"CIP P 2""",M,管材,管線材料,明管,,,0.126,0.112,0.102,,
鑄鐵管,"CIP P 3""",M,管材,管線材料,明管,,,0.175,0.148,0.132,,
鑄鐵管,"CIP P 4""",M,管材,管線材料,明管,,,0.185,0.157,0.142,,
鑄鐵管,"CIP P 5""",M,管材,管線材料,明管,,,0.259,0.226,0.205,,
鑄鐵管,"CIP P 6""",M,管材,管線材料,明管,,,0.339,0.295,0.265,,
鑄鐵管,"CIP P 8""",M,管材,管線材料,明管,,,0.425,0.385,0.346,,
鑄鐵管,"CIP P 10""",M,管材,管線材料,明管,,,0.557,0.485,0.437,,
鑄鐵管,"CIP P 12""",M,管材,管線材料,明管,,,0.638,0.556,0.501,,
鑄鐵管,"CIP P 14""",M,管材,管線材料,明管,,,0.735,0.639,0.575,,
鍍鋅鋼管,"GIP P 1/2"" * 2.6 m/m",M,管材,管線材料,明管,,,0.047,0.04,0.03,,
鍍鋅鋼管,"GIP P 3/4"" * 2.8 m/m",M,管材,管線材料,明管,,,0.605,0.054,0.04,,
鍍鋅鋼管,"GIP P 1"" * 3.2 m/m",M,管材,管線材料,明管,,,0.071,0.063,0.043,,
鍍鋅鋼管,"GIP P 1 1/4"" * 3.6 m/m",M,管材,管線材料,明管,,,0.085,0.074,0.05,,
鍍鋅鋼管,"GIP P 1 1/2"" * 4.1 m/m",M,管材,管線材料,明管,,,0.092,0.083,0.06,,
鍍鋅鋼管,"GIP P 2"" * 4.1 m/m",M,管材,管線材料,明管,,,0.105,0.104,0.075,,
鍍鋅鋼管,"GIP P 2 1/2"" * 4.5 m/m",M,管材,管線材料,明管,,,0.141,0.125,0.095,,
鍍鋅鋼管,"GIP P 3"" * 4.5 m/m",M,管材,管線材料,明管,,,0.171,0.152,0.135,,
鍍鋅鋼管,"GIP P 4"" * 4.5 m/m",M,管材,管線材料,明管,,,0.225,0.198,0.165,,
不銹鋼管(薄),"1/2"" * 0.8 m/m 壓著式",M,管材,管線材料,明管,,,0.029,0.025,0.019,,
不銹鋼管(薄),"3/4"" * 1.0 m/m 壓著式",M,管材,管線材料,明管,,,0.038,0.033,0.025,,
不銹鋼管(薄),"1"" * 1.0 m/m 壓著式",M,管材,管線材料,明管,,,0.051,0.044,0.033,,
不銹鋼管(薄),"1 1/4"" * 1.2 m/m 壓著式",M,管材,管線材料,明管,,,0.066,0.057,0.043,,
不銹鋼管(薄),"1 1/2"" * 1.2 m/m 壓著式",M,管材,管線材料,明管,,,0.078,0.067,0.05,,
不銹鋼管(薄),"2"" * 1.2 m/m 壓著式",M,管材,管線材料,明管,,,0.103,0.089,0.067,,
不銹鋼管(薄),"2 1/2"" * 1.5 m/m 壓著式",M,管材,管線材料,明管,,,0.135,0.116,0.087,,
不銹鋼管(厚),"不銹鋼管 1/2"" * 2.5 m/m",M,管材,管線材料,明管,,,0.047,0.04,0.03,,
不銹鋼管(厚),"不銹鋼管 3/4"" * 2.5 m/m",M,管材,管線材料,明管,,,0.605,0.054,0.04,,
不銹鋼管(厚),"不銹鋼管 1"" * 3.0 m/m",M,管材,管線材料,明管,,,0.071,0.063,0.043,,
不銹鋼管(厚),"不銹鋼管 1 1/4"" * 3.5 m/m",M,管材,管線材料,明管,,,0.085,0.074,0.05,,
不銹鋼管(厚),"不銹鋼管 1 1/2"" * 3.5 m/m",M,管材,管線材料,明管,,,0.092,0.083,0.06,,
不銹鋼管(厚),"不銹鋼管 2"" * 3.5 m/m",M,管材,管線材料,明管,,,0.105,0.104,0.075,,
不銹鋼管(厚),"不銹鋼管 2 1/2"" * 4.0m/m",M,管材,管線材料,明管,,,0.141,0.125,0.095,,
不銹鋼管(厚),"不銹鋼管 3"" * 4.0 m/m",M,管材,管線材料,明管,,,0.171,0.152,0.135,,
不銹鋼管(厚),"不銹鋼管 3 1/2"" * 4.0 m/m",M,管材,管線材料,明管,,,0.195,0.175,0.145,,
不銹鋼管(厚),"不銹鋼管 4"" * 4.0 m/m",M,管材,管線材料,明管,,,0.225,0.198,0.165,,
發泡披覆管,"不銹鋼發泡披覆管 1/2""*0.8m/m",M,管材,管線材料,明管,,,0.03,0.026,0.019,,
發泡披覆管,"不銹鋼發泡披覆管 3/4""*1.0m/m",M,管材,管線材料,明管,,,0.039,0.034,0.028,,
發泡披覆管,"不銹鋼發泡披覆管 1"" *1.0m/m",M,管材,管線材料,明管,,,0.053,0.046,0.035,,
發泡披覆管,"不銹鋼發泡披覆管1 1/4""*1.2m/m",M,管材,管線材料,明管,,,0.069,0.06,0.045,,
發泡披覆管,"不銹鋼發泡披覆管1 1/2""*1.2m/m",M,管材,管線材料,明管,,,0.082,0.07,0.053,,
發泡披覆管,"不銹鋼發泡披覆管 2"" *1.2m/m",M,管材,管線材料,明管,,,0.108,0.093,0.07,,
銅管,"裸銅管 1/4""",M,管材,管線材料,明管,,,0.029,0.026,0.022,,
銅管,"裸銅管 3/8""",M,管材,管線材料,明管,,,0.035,0.032,0.028,,
銅管,"裸銅管 1/2""",M,管材,管線材料,明管,,,0.042,0.038,0.034,,
銅管,"裸銅管 3/4""",M,管材,管線材料,明管,,,0.056,0.05,0.04,,
銅管,"裸銅管 1""",M,管材,管線材料,明管,,,0.077,0.069,0.055,,
銅管,"裸銅管 1 1/4""",M,管材,管線材料,明管,,,0.087,0.085,0.068,,
銅管,"裸銅管 1 1/2""",M,管材,管線材料,明管,,,0.105,0.094,0.079,,
銅管,"裸銅管 2""",M,管材,管線材料,明管,,,0.128,0.115,0.095,,
銅管,"裸銅管 2 1/2""",M,管材,管線材料,明管,,,0.15,0.135,0.114,,
銅管,"裸銅管 3""",M,管材,管線材料,明管,,,0.184,0.165,0.141,,
銅管,"裸銅管 4""",M,管材,管線材料,明管,,,0.228,0.205,0.175,,
銅管,"裸銅管 5""",M,管材,管線材料,明管,,,0.285,0.252,0.214,,
銅管,"裸銅管 6""",M,管材,管線材料,明管,,,0.353,0.315,0.268,,
銅管,"裸銅管 8""",M,管材,管線材料,明管,,,0.44,0.395,0.335,,
銅管,"披覆銅管 1/4""",M,管材,管線材料,明管,,,0.031,0.027,0.023,,
銅管,"披覆銅管 3/8""",M,管材,管線材料,明管,,,0.038,0.034,0.029,,
銅管,"披覆銅管 1/2""",M,管材,管線材料,明管,,,0.0444,0.04,0.034,,
銅管,"披覆銅管 3/4""",M,管材,管線材料,明管,,,0.059,0.053,0.045,,
銅管,"披覆銅管 1""",M,管材,管線材料,明管,,,0.081,0.072,0.062,,
銅管,"披覆銅管 1 1/4""",M,管材,管線材料,明管,,,0.099,0.089,0.075,,
銅管,"披覆銅管 1 1/2""",M,管材,管線材料,明管,,,0.109,0.098,0.083,,
銅管,"披覆銅管 2""",M,管材,管線材料,明管,,,0.134,0.12,0.102,,
銅管,"披覆銅管 2 1/2""",M,管材,管線材料,明管,,,0.159,0.142,0.121,,
銅管,"披覆銅管 3""",M,管材,管線材料,明管,,,0.194,0.173,0.147,,
銅管,"披覆銅管 4""",M,管材,管線材料,明管,,,0.241,0.215,0.184,,
RSG鍍鋅厚鋼電導管,"1/2"" * 2.3 m/m",M,管材,管線材料,明管,,,0.042,0.035,0.0263,,
RSG鍍鋅厚鋼電導管,"3/4"" * 2.3 m/m",M,管材,管線材料,明管,,,0.0528,0.044,0.033,,
RSG鍍鋅厚鋼電導管,"1"" * 2.5 m/m",M,管材,管線材料,明管,,,0.0588,0.049,0.0368,,
RSG鍍鋅厚鋼電導管,"1 1/4"" * 2.5 m/m",M,管材,管線材料,明管,,,0.0828,0.069,0.0518,,
RSG鍍鋅厚鋼電導管,"1 1/2"" * 2.5 m/m",M,管材,管線材料,明管,,,0.1128,0.094,0.0705,,
RSG鍍鋅厚鋼電導管,"2"" * 2.8 m/m",M,管材,管線材料,明管,,,0.1452,0.121,0.0907,,
RSG鍍鋅厚鋼電導管,"2 1/2"" * 2.8 m/m",M,管材,管線材料,明管,,,0.162,0.135,0.1013,,
RSG鍍鋅厚鋼電導管,"3"" * 2.8 m/m",M,管材,管線材料,明管,,,0.1752,0.146,0.1095,,
RSG鍍鋅厚鋼電導管,"4"" * 3.5 m/m",M,管材,管線材料,明管,,,0.204,0.17,0.1275,,
無縫鋼管,"無縫鋼管 SCH40 1/2""",M,管材,管線材料,明管,,,0.047,0.04,0.03,,
無縫鋼管,"無縫鋼管 SCH40 3/4""",M,管材,管線材料,明管,,,0.605,0.054,0.04,,
無縫鋼管,"無縫鋼管 SCH40 1""",M,管材,管線材料,明管,,,0.071,0.063,0.043,,
無縫鋼管,"無縫鋼管 SCH40 1 1/4""",M,管材,管線材料,明管,,,0.085,0.074,0.05,,
無縫鋼管,"無縫鋼管 SCH40 1 1/2""",M,管材,管線材料,明管,,,0.092,0.083,0.06,,
無縫鋼管,"無縫鋼管 SCH40 2""",M,管材,管線材料,明管,,,0.105,0.104,0.075,,
無縫鋼管,"無縫鋼管 SCH40 2 1/2""",M,管材,管線材料,明管,,,0.141,0.125,0.095,,
無縫鋼管,"無縫鋼管 SCH40 3""",M,管材,管線材料,明管,,,0.171,0.152,0.135,,
無縫鋼管,"無縫鋼管 SCH40 3 1/2""",M,管材,管線材料,明管,,,0.195,0.175,0.145,,
無縫鋼管,"無縫鋼管 SCH40 4""",M,管材,管線材料,明管,,,0.225,0.198,0.165,,
HDPE管,"HDPE P 1 1/4""",M,管材,管線材料,明管,,,0.076,0.066,0.049,,
HDPE管,"HDPE P 1 1/2""",M,管材,管線材料,明管,,,0.117,0.102,0.075,,
HDPE管,"HDPE P 2""",M,管材,管線材料,明管,,,0.125,0.11,0.083,,
HDPE管,"HDPE P 2 1/2""",M,管材,管線材料,明管,,,0.151,0.132,0.095,,
HDPE管,"HDPE P 3""",M,管材,管線材料,明管,,,0.185,0.158,0.115,,
HDPE管,"HDPE P 4""",M,管材,管線材料,明管,,,0.235,0.205,0.154,,
HDPE管,"HDPE P 5""",M,管材,管線材料,明管,,,0.31,0.275,0.206,,
HDPE管,"HDPE P 6""",M,管材,管線材料,明管,,,0.374,0.325,0.244,,
HDPE管,"HDPE P 8""",M,管材,管線材料,明管,,,0.45,0.395,0.296,,
HDPE管,"HDPE P 10""",M,管材,管線材料,明管,,,0.5,0.435,0.335,,
HDPE管,"HDPE P 12""",M,管材,管線材料,明管,,,0.55,0.485,0.365,,
PB管,"1/2""",M,管材,管線材料,明管,,,0.016,0.015,0.014,,
PB管,"3/4""",M,管材,管線材料,明管,,,0.021,0.018,0.014,,
PB管,"1""",M,管材,管線材料,明管,,,0.028,0.024,0.018,,
REHAU乙烯管,REHAU 16φ* 2.2 m/m,M,管材,管線材料,明管,,,0.029,0.024,0.018,,
REHAU乙烯管,REHAU 20φ* 2.8 m/m,M,管材,管線材料,明管,,,0.036,0.033,0.025,,
REHAU乙烯管,REHAU 25φ* 3.5 m/m,M,管材,管線材料,明管,,,0.048,0.042,0.03,,
REHAU乙烯管,REHAU 32φ* 4.4 m/m,M,管材,管線材料,明管,,,0.068,0.054,0.04,,
REHAU乙烯管,REHAU 40φ* 5.5 m/m,M,管材,管線材料,明管,,,0.082,0.073,0.05,,
REHAU乙烯管,REHAU 50φ* 6.9 m/m,M,管材,管線材料,明管,,,0.102,0.085,0.07,,
REHAU乙烯管,REHAU 63φ* 8.7 m/m,M,管材,管線材料,明管,,,0.13,0.12,0.075,,
ABS管,"ABS P 1/2""*2.0m/m",M,管材,管線材料,明管,,,0.01,0.009,0.006,,
ABS管,"ABS P 3/4""*2.0m/m",M,管材,管線材料,明管,,,0.012,0.01,0.007,,
ABS管,"ABS P 1""*2.0m/m",M,管材,管線材料,明管,,,0.014,0.012,0.009,,
ABS管,"ABS P 1""*2.5m/m",M,管材,管線材料,明管,,,0.016,0.013,0.01,,
ABS管,"ABS P 1 1/4""*2.2m/m",M,管材,管線材料,明管,,,0.018,0.015,0.011,,
ABS管,"ABS P 1 1/4""*3.0m/m",M,管材,管線材料,明管,,,0.024,0.02,0.015,,
ABS管,"ABS P 1 1/2""*2.5m/m",M,管材,管線材料,明管,,,0.026,0.023,0.017,,
ABS管,"ABS P 1 1/2""*3.7m/m",M,管材,管線材料,明管,,,0.034,0.028,0.021,,
ABS管,"ABS P 2""*3.2m/m",M,管材,管線材料,明管,,,0.042,0.035,0.026,,
ABS管,"ABS P 2""*4.8m/m",M,管材,管線材料,明管,,,0.048,0.04,0.03,,
ABS管,"ABS P 2 1/2""*2.5m/m",M,管材,管線材料,明管,,,0.054,0.045,0.034,,
ABS管,"ABS P 2 1/2""*3.8m/m",M,管材,管線材料,明管,,,0.057,0.048,0.036,,
ABS管,"ABS P 2 1/2""*5.7m/m",M,管材,管線材料,明管,,,0.062,0.052,0.039,,
ABS管,"ABS P 3""*3.0m/m",M,管材,管線材料,明管,,,0.062,0.051,0.038,,
ABS管,"ABS P 3""*4.5m/m",M,管材,管線材料,明管,,,0.07,0.058,0.044,,
ABS管,"ABS P 3""*6.8m/m",M,管材,管線材料,明管,,,0.081,0.068,0.052,,
ABS管,"ABS P 4""*3.5m/m",M,管材,管線材料,明管,,,0.074,0.062,0.046,,
ABS管,"ABS P 4""*5.5m/m",M,管材,管線材料,明管,,,0.082,0.068,0.055,,
ABS管,"ABS P 4""*8.2m/m",M,管材,管線材料,明管,,,0.092,0.076,0.058,,
ABS管,"ABS P 5""*4.0m/m",M,管材,管線材料,明管,,,0.096,0.08,0.062,,
ABS管,"ABS P 5""*6.2m/m",M,管材,管線材料,明管,,,0.105,0.088,0.066,,
ABS管,"ABS P 5""*9.3m/m",M,管材,管線材料,明管,,,0.115,0.094,0.07,,
ABS管,"ABS P 6""*5.0m/m",M,管材,管線材料,明管,,,0.118,0.096,0.072,,
ABS管,"ABS P 6""*8.0m/m",M,管材,管線材料,明管,,,0.134,0.112,0.085,,
ABS管,"ABS P 6""* 12m/m",M,管材,管線材料,明管,,,0.15,0.126,0.095,,
ABS管,"ABS P 8""* 10m/m",M,管材,管線材料,明管,,,0.22,0.186,0.145,,
ABS管,"ABS P 8""* 15m/m",M,管材,管線材料,明管,,,0.241,0.21,0.158,,
ABS管,"ABS P 10""* 12m/m",M,管材,管線材料,明管,,,0.253,0.22,0.165,,
ABS管,"ABS P 10""* 18m/m",M,管材,管線材料,明管,,,0.325,0.285,0.214,,
ABS管,"ABS P 12""* 15m/m",M,管材,管線材料,明管,,,0.335,0.295,0.222,,
ABS管,"ABS P 12""*21.5m/m",M,管材,管線材料,明管,,,0.345,0.3,0.225,,
開泰管,"開泰管 3/8""",M,管材,管線材料,明管,,,0.025,0.02,0.015,,
開泰管,"開泰管 1/2""",M,管材,管線材料,明管,,,0.03,0.025,0.019,,
開泰管,"開泰管 3/4""",M,管材,管線材料,明管,,,0.038,0.032,0.024,,
開泰管,"開泰管 1""",M,管材,管線材料,明管,,,0.045,0.038,0.029,,
CD合成樹脂管,"CD管 1/2""",M,管材,管線材料,明管,,,0.008,0.007,0.006,,
CD合成樹脂管,"CD管 3/4""",M,管材,管線材料,明管,,,0.012,0.01,0.009,,
CD合成樹脂管,"CD管 1""",M,管材,管線材料,明管,,,0.018,0.015,0.012,,
CD合成樹脂管,"CD管 1 1/4""",M,管材,管線材料,明管,,,0.021,0.017,0.015,,
CD合成樹脂管,"CD管 1 1/2""",M,管材,管線材料,明管,,,0.029,0.024,0.018,,
CD合成樹脂管,"CD管 2""",M,管材,管線材料,明管,,,0.036,0.027,0.02,,
CD合成樹脂管,"CD管 2 1/2""",M,管材,管線材料,明管,,,0.045,0.032,0.024,,
CD合成樹脂管,"CD管 3""",M,管材,管線材料,明管,,,0.053,0.04,0.03,,
軟管,"PVC軟管 1/2""",M,管材,管線材料,明管,,,0.017,0.015,0.012,,
軟管,"PVC軟管 3/4""",M,管材,管線材料,明管,,,0.025,0.022,0.018,,
軟管,"PVC軟管 1""",M,管材,管線材料,明管,,,0.034,0.03,0.025,,
軟管,"PVC軟管 1 1/4""",M,管材,管線材料,明管,,,0.039,0.034,0.029,,
軟管,"PVC軟管 1 1/2""",M,管材,管線材料,明管,,,0.044,0.039,0.033,,
軟管,"PVC軟管 2""",M,管材,管線材料,明管,,,0.052,0.045,0.038,,
軟管,"PVC軟管 2 1/2""",M,管材,管線材料,明管,,,0.059,0.053,0.044,,
軟管,"PVC軟管 3""",M,管材,管線材料,明管,,,0.068,0.061,0.051,,
軟管,"不銹鋼軟管 1/2""",M,管材,管線材料,明管,,,0.028,0.025,0.021,,
軟管,"不銹鋼軟管 3/4""",M,管材,管線材料,明管,,,0.036,0.032,0.026,,
軟管,"不銹鋼軟管 1""",M,管材,管線材料,明管,,,0.05,0.045,0.037,,
軟管,"不銹鋼軟管 1 1/4""",M,管材,管線材料,明管,,,0.065,0.058,0.048,,
軟管,"不銹鋼軟管 1 1/2""",M,管材,管線材料,明管,,,0.072,0.065,0.053,,
軟管,"不銹鋼軟管 2""",M,管材,管線材料,明管,,,0.085,0.076,0.063,,
軟管,"不銹鋼軟管 2 1/2""",M,管材,管線材料,明管,,,0.101,0.091,0.075,,
軟管,"不銹鋼軟管 3""",M,管材,管線材料,明管,,,0.116,0.106,0.087,,
大管徑,１２”,M,管材,管線材料,明管,,,0.41,0.3485,0.2962,,
大管徑,１４”,M,管材,管線材料,明管,,,0.44,0.374,0.3179,,
大管徑,１６”,M,管材,管線材料,明管,,,0.55,0.4675,0.3974,,
大管徑,２０”,M,管材,管線材料,明管,,,0.675,0.5737,0.4877,,
大管徑,２４”,M,管材,管線材料,明管,,,0.83,0.7055,0.5997,,
大管徑,２８”,M,管材,管線材料,明管,,,0.985,0.8372,0.7117,,
大管徑,３２”,M,管材,管線材料,明管,,,1.145,0.9732,0.8273,,
大管徑,３６”,M,管材,管線材料,明管,,,1.305,1.1092,0.9429,,
大管徑,４０”,M,管材,管線材料,明管,,,1.495,1.2708,1.0801,,
大管徑,４４”,M,管材,管線材料,明管,,,1.75,1.4875,1.2644,,
大管徑,４８”,M,管材,管線材料,明管,,,1.965,1.6703,1.4197,,
大管徑,５４”,M,管材,管線材料,明管,,,2.195,1.8657,1.5859,,
大管徑,６０”,M,管材,管線材料,明管,,,2.435,2.0697,1.7593,,
PVC電線,PVC W 1.2 m/m,M,電線,管線材料,管內,,,0.003,0.002,0.002,,
PVC電線,PVC W 1.6 m/m,M,電線,管線材料,管內,,,0.003,0.002,0.002,,
PVC電線,PVC W 2.0 m/m,M,電線,管線材料,管內,,,0.004,0.003,0.002,,
PVC電線,PVC W 5.5 m/m2,M,電線,管線材料,管內,,,0.006,0.005,0.004,,
PVC電線,PVC W 8.0 m/m2,M,電線,管線材料,管內,,,0.007,0.006,0.005,,
PVC電線,PVC W 14 m/m2,M,電線,管線材料,管內,,,0.008,0.007,0.006,,
PVC電線,PVC W 22 m/m2,M,電線,管線材料,管內,,,0.01,0.009,0.008,,
PVC電線,PVC W 30 m/m2,M,電線,管線材料,管內,,,0.013,0.011,0.009,,
PVC電線,PVC W 38 m/m2,M,電線,管線材料,管內,,,0.015,0.013,0.011,,
PVC電線,PVC W 50 m/m2,M,電線,管線材料,管內,,,0.016,0.014,0.012,,
PVC電線,PVC W 60 m/m2,M,電線,管線材料,管內,,,0.021,0.018,0.015,,
PVC電線,PVC W 80 m/m2,M,電線,管線材料,管內,,,0.025,0.021,0.017,,
PVC電線,PVC W 100 m/m2,M,電線,管線材料,管內,,,0.034,0.028,0.024,,
PVC電線,PVC W 125 m/m2,M,電線,管線材料,管內,,,0.036,0.03,0.025,,
PVC電線,PVC W 150 m/m2,M,電線,管線材料,管內,,,0.045,0.038,0.032,,
PVC電線,PVC W 200 m/m2,M,電線,管線材料,管內,,,0.051,0.043,0.036,,
PVC電線,PVC W 250 m/m2,M,電線,管線材料,管內,,,0.058,0.051,0.043,,
PVC電線,PVC W 325 m/m2,M,電線,管線材料,管內,,,0.095,0.085,0.072,,
